{title: 'Penitentiary (1979)', category:'Drama'},
{title: 'Penitentiary II (1982)', category:'Drama'},
{title: 'Someone to Watch Over Me (1987)', category:'Action|Crime|Thriller'},
{title: 'Sparrows (1926)', category:'Drama'},
{title: 'Naturally Native (1998)', category:'Drama'},
{title: 'Fight Club (1999)', category:'Action|Crime|Drama|Thriller'},
{title: 'Beefcake (1999)', category:'Drama'},
{title: 'Story of Us', category:'Comedy|Drama'},
{title: 'Fever Pitch (1997)', category:'Comedy|Romance'},
{title: 'Joe the King (1999)', category:'Crime|Drama'},
{title: 'Julien Donkey', category:'Drama'},
{title: 'Omega Code', category:'Action'},
{title: 'Straight Story', category:'Adventure|Drama'},
{title: 'Bad Seed', category:'Drama|Thriller'},
{title: 'Time Bandits (1981)', category:'Adventure|Children|Comedy|Fantasy'},
{title: 'Man and a Woman', category:'Drama|Romance'},
{title: 'Fitzcarraldo (1982)', category:'Adventure|Drama'},
{title: 'All That Jazz (1979)', category:'Drama|Fantasy|Musical'},
{title: 'Red Sorghum (Hong gao liang) (1987)', category:'Drama|War'},
{title: 'Crimes and Misdemeanors (1989)', category:'Comedy|Crime|Drama'},
{title: 'Bats (1999)', category:'Horror|Thriller'},
{title: 'Best Man', category:'Comedy|Drama'},
{title: 'Bringing Out the Dead (1999)', category:'Drama|Horror'},
{title: 'Crazy in Alabama (1999)', category:'Comedy|Drama'},
{title: 'Three to Tango (1999)', category:'Comedy|Romance'},
{title: 'Body Shots (1999)', category:'Drama'},
{title: 'Men Cry Bullets (1997)', category:'Comedy|Drama'},
{title: 'Brother', category:'Documentary'},
{title: 'Guardian', category:'Horror|Thriller'},
{title: 'Ipcress File', category:'Thriller'},
{title: 'On Any Sunday (1971)', category:'Documentary'},
{title: 'RoboCop (1987)', category:'Action|Crime|Sci'},-Fi
{title: 'RoboCop 2 (1990)', category:'Action|Crime|Sci'},-Fi
{title: 'Who Framed Roger Rabbit', category:'Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery'},
{title: 'Melvin and Howard (1980)', category:'Drama'},
{title: 'For Your Eyes Only (1981)', category:'Action|Adventure|Thriller'},
{title: 'Licence to Kill (1989)', category:'Action|Adventure|Crime|Thriller'},
{title: 'Live and Let Die (1973)', category:'Action|Adventure|Thriller'},
{title: 'Rawhead Rex (1986)', category:'Horror|Thriller'},
{title: 'Thunderball (1965)', category:'Action|Adventure|Thriller'},
{title: 'City', category:'Drama'},
{title: 'House on Haunted Hill (1999)', category:'Horror|Thriller'},
{title: 'Music of the Heart (1999)', category:'Drama'},
{title: 'Being John Malkovich (1999)', category:'Comedy|Drama|Fantasy'},
{title: 'Dreaming of Joseph Lees (1999)', category:'Drama|Romance'},
{title: 'Man of the Century (1999)', category:'Comedy'},
{title: 'Princess Mononoke (Mononoke', category:'Action|Adventure|Animation|Drama|Fantasy'},
{title: 'Suburbans', category:'Drama'},
{title: 'My Best Fiend (Mein liebster Feind) (1999)', category:'Documentary'},
{title: 'Train of Life (Train De Vie) (1998)', category:'Comedy|Drama|Romance|War'},
{title: 'Bachelor', category:'Comedy|Romance'},
{title: 'Bone Collector', category:'Thriller'},
{title: 'Insider', category:'Drama|Thriller'},
{title: 'American Movie', category:'Documentary'},
{title: 'Last Night (1998)', category:'Drama|Sci'},-Fi
{title: 'Portraits Chinois (1996)', category:'Drama'},
{title: 'Rosetta (1999)', category:'Drama'},
{title: 'They Shoot Horses', category:'Drama'},
{title: 'Battling Butler (1926)', category:'Comedy'},
{title: 'Bride of Re', category:'Comedy|Horror'},
{title: 'Bustin' Loose (1981)', category:'Comedy'},
{title: 'Coma (1978)', category:'Thriller'},
{title: 'Creepshow (1982)', category:'Horror'},
{title: 'Creepshow 2 (1987)', category:'Horror'},
{title: 'Re', category:'Horror'},
{title: 'Drugstore Cowboy (1989)', category:'Crime|Drama'},
{title: 'Falling Down (1993)', category:'Action|Drama'},
{title: 'Funhouse', category:'Horror'},
{title: 'General', category:'Comedy|War'},
{title: 'My Best Girl (1927)', category:'Comedy|Romance'},
{title: 'Piranha (1978)', category:'Horror|Sci'},-Fi
{title: 'Rough Night in Jericho (1967)', category:'Western'},
{title: 'Slaughterhouse (1987)', category:'Horror'},
{title: 'Slaughterhouse 2 (1988)', category:'Horror'},
{title: 'Taming of the Shrew', category:'Comedy'},
{title: 'Nighthawks (1981)', category:'Action|Drama'},
{title: 'Yojimbo (1961)', category:'Action|Comedy|Crime|Drama|Thriller'},
{title: 'Repossessed (1990)', category:'Comedy'},
{title: 'Omega Man', category:'Drama|Sci'},-Fi|Thriller
{title: 'Spaceballs (1987)', category:'Comedy|Sci'},-Fi
{title: 'Robin Hood (1973)', category:'Adventure|Animation|Children|Comedy|Musical'},
{title: 'Mister Roberts (1955)', category:'Comedy|Drama|War'},
{title: 'Quest for Fire (Guerre du feu', category:'Adventure|Drama'},
{title: 'Little Big Man (1970)', category:'Adventure|Comedy|Drama|Western'},
{title: 'Face in the Crowd', category:'Drama'},
{title: 'Trading Places (1983)', category:'Comedy'},
{title: 'Meatballs (1979)', category:'Comedy'},
{title: 'Meatballs Part II (1984)', category:'Comedy'},
{title: 'Meatballs III (1987)', category:'Comedy'},
{title: 'Meatballs 4 (1992)', category:'Comedy'},
{title: 'Dead Again (1991)', category:'Mystery|Romance|Thriller'},
{title: 'Peter's Friends (1992)', category:'Comedy|Drama'},
{title: 'Incredibly True Adventure of Two Girls in Love', category:'Comedy|Romance'},
{title: 'Experience Preferred... But Not Essential (1982)', category:'Drama'},
{title: 'Under the Rainbow (1981)', category:'Comedy'},
{title: 'How I Won the War (1967)', category:'Comedy|War'},
{title: 'Light It Up (1999)', category:'Drama'},
{title: 'Anywhere But Here (1999)', category:'Drama'},
{title: 'Dogma (1999)', category:'Adventure|Comedy|Fantasy'},
{title: 'Messenger', category:'Drama|War'},
{title: 'Pok', category:'Adventure|Animation|Children|Fantasy|Sci'},-Fi
{title: 'Felicia's Journey (1999)', category:'Thriller'},
{title: 'Oxygen (1999)', category:'Crime|Drama|Thriller'},
{title: 'Where's Marlowe', category:'Comedy'},
{title: 'Ape', category:'Horror|Sci'},-Fi
{title: 'British Intelligence (1940)', category:'Drama'},
{title: 'Commitments', category:'Comedy|Drama|Musical'},
{title: 'Holiday Inn (1942)', category:'Comedy|Musical'},
{title: 'Longest Day', category:'Action|Drama|War'},
{title: 'Poison Ivy (1992)', category:'Thriller'},
{title: 'Poison Ivy', category:'Drama|Thriller'},
{title: 'Nothing to Lose (a.k.a. Ten Benny) (1996)', category:'Drama'},
{title: 'Tora! Tora! Tora! (1970)', category:'Action|Drama|War'},
{title: 'Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)', category:'Comedy|Drama'},
{title: 'Verdict', category:'Drama|Mystery'},
{title: 'Effect of Gamma Rays on Man', category:'Drama'},
{title: 'Adventures of Buckaroo Banzai Across the 8th Dimension', category:'Adventure|Comedy|Sci'},-Fi
{title: 'Stand and Deliver (1988)', category:'Comedy|Drama'},
{title: 'Moonstruck (1987)', category:'Comedy|Romance'},
{title: 'Sandpiper', category:'Drama|Romance'},
{title: 'Jeremiah Johnson (1972)', category:'Western'},
{title: 'Repulsion (1965)', category:'Horror|Thriller'},
{title: 'Irma la Douce (1963)', category:'Comedy'},
{title: '42 Up (1998)', category:'Documentary'},
{title: 'Liberty Heights (1999)', category:'Drama'},
{title: 'Mansfield Park (1999)', category:'Comedy|Drama'},
{title: 'Goodbye', category:'Drama|Sci'},-Fi
{title: 'Sleepy Hollow (1999)', category:'Fantasy|Horror|Mystery|Romance'},
{title: 'World Is Not Enough', category:'Action|Thriller'},
{title: 'All About My Mother (Todo sobre mi madre) (1999)', category:'Comedy|Drama'},
{title: 'Home Page (1999)', category:'Documentary'},
{title: 'Living Dead Girl', category:'Horror'},
{title: 'March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934)', category:'Comedy'},
{title: 'Scrooged (1988)', category:'Comedy|Fantasy|Romance'},
{title: 'Harvey (1950)', category:'Comedy'},
{title: 'Bicycle Thief', category:'Drama'},
{title: 'Matewan (1987)', category:'Drama'},
{title: 'Kagemusha (1980)', category:'Drama|War'},
{title: 'Chushingura (1962)', category:'Drama'},
{title: 'McCabe & Mrs. Miller (1971)', category:'Drama|Western'},
{title: 'Maurice (1987)', category:'Drama|Romance'},
{title: 'Grapes of Wrath', category:'Drama'},
{title: 'My Man Godfrey (1957)', category:'Comedy'},
{title: 'Shop Around the Corner', category:'Comedy|Drama|Romance'},
{title: 'Natural', category:'Drama'},
{title: 'Shampoo (1975)', category:'Comedy|Romance'},
{title: 'River Runs Through It', category:'Drama'},
{title: 'Fatal Attraction (1987)', category:'Drama|Thriller'},
{title: 'Jagged Edge (1985)', category:'Thriller'},
{title: 'Stanley & Iris (1990)', category:'Drama|Romance'},
{title: 'Midnight Run (1988)', category:'Action|Adventure|Comedy|Crime'},
{title: 'Awakenings (1990)', category:'Drama|Mystery'},
{title: 'Come See the Paradise (1990)', category:'Drama|Romance'},
{title: 'Backdraft (1991)', category:'Action|Drama'},
{title: 'Fisher King', category:'Comedy|Drama|Fantasy|Romance'},
{title: 'River', category:'Drama'},
{title: 'Country (1984)', category:'Drama'},
{title: 'Places in the Heart (1984)', category:'Drama'},
{title: ''night Mother (1986)', category:'Drama'},
{title: 'End of Days (1999)', category:'Action|Thriller'},
{title: 'Toy Story 2 (1999)', category:'Adventure|Animation|Children|Comedy|Fantasy'},
{title: 'Flawless (1999)', category:'Drama'},
{title: 'Miss Julie (1999)', category:'Drama'},
{title: 'Ride with the Devil (1999)', category:'Drama|Romance|War'},
{title: 'Tumbleweeds (1999)', category:'Drama'},
{title: 'Bay of Blood (a.k.a. Twitch Of The Death Nerve) (Reazione a catena) (1971)', category:'Horror'},
{title: 'Distinguished Gentleman', category:'Comedy'},
{title: 'Hitch', category:'Film'},-Noir
{title: 'Santa Fe Trail (1940)', category:'Drama|Romance|Western'},
{title: 'Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989)', category:'Comedy'},
{title: 'Agnes Browne (1999)', category:'Comedy|Drama'},
{title: 'End of the Affair', category:'Drama'},
{title: 'End of the Affair', category:'Drama'},
{title: 'Holy Smoke (1999)', category:'Comedy|Drama'},
{title: 'Map of the World', category:'Drama'},
{title: 'Sweet and Lowdown (1999)', category:'Comedy|Drama'},
{title: 'Bonfire of the Vanities (1990)', category:'Comedy|Crime|Drama'},
{title: 'Broadway Damage (1997)', category:'Comedy'},
{title: 'Daddy Long Legs (1919)', category:'Comedy|Drama'},
{title: 'Go West (1925)', category:'Comedy|Western'},
{title: 'Grand Illusion (Grande illusion', category:'Drama|War'},
{title: 'Great Santini', category:'Drama'},
{title: 'James Dean Story', category:'Documentary'},
{title: 'Sea Wolves', category:'Action|War'},
{title: 'Stealing Home (1988)', category:'Drama'},
{title: 'Tarzan the Fearless (1933)', category:'Action|Adventure'},
{title: 'Three Ages', category:'Comedy'},
{title: 'Two Jakes', category:'Drama'},
{title: 'U2', category:'Documentary|Musical'},
{title: 'Hell in the Pacific (1968)', category:'Drama|War'},
{title: 'Glass Bottom Boat', category:'Comedy|Romance'},
{title: 'Cradle Will Rock (1999)', category:'Drama'},
{title: 'Deuce Bigalow', category:'Comedy'},
{title: 'Green Mile', category:'Crime|Drama|Fantasy'},
{title: 'Cider House Rules', category:'Drama'},
{title: 'Diamonds (1999)', category:'Mystery'},
{title: 'War Zone', category:'Drama|Thriller'},
{title: 'Bat Whispers', category:'Crime|Drama|Mystery'},
{title: 'Last Picture Show', category:'Drama'},
{title: '7th Voyage of Sinbad', category:'Action|Adventure|Fantasy'},
{title: 'Blood on the Sun (1945)', category:'Drama|War'},
{title: 'Anna and the King (1999)', category:'Drama|Romance'},
{title: 'Bicentennial Man (1999)', category:'Drama|Romance|Sci'},-Fi
{title: 'Stuart Little (1999)', category:'Children|Comedy|Fantasy'},
{title: 'Emperor and the Assassin', category:'Drama'},
{title: 'Fantasia 2000 (1999)', category:'Animation|Children|IMAX|Musical'},
{title: 'Magnolia (1999)', category:'Drama'},
{title: 'Onegin (1999)', category:'Drama|Romance'},
{title: 'Simpatico (1999)', category:'Comedy|Drama'},
{title: 'Topsy', category:'Drama'},
{title: 'Alley Cats', category:'Drama'},
{title: 'Boiling Point (1993)', category:'Action|Drama'},
{title: 'Brenda Starr (1989)', category:'Adventure'},
{title: 'Carnal Knowledge (1971)', category:'Comedy|Drama'},
{title: 'Easy Rider (1969)', category:'Adventure|Drama'},
{title: 'Falcon and the Snowman', category:'Drama|Thriller'},
{title: 'Hi', category:'Western'},
{title: 'Room at the Top (1959)', category:'Drama'},
{title: 'Ulysses (Ulisse) (1954)', category:'Adventure'},
{title: 'Any Given Sunday (1999)', category:'Drama'},
{title: 'Man on the Moon (1999)', category:'Comedy|Drama'},
{title: 'Galaxy Quest (1999)', category:'Adventure|Comedy|Sci'},-Fi
{title: 'Talented Mr. Ripley', category:'Drama|Mystery|Thriller'},
{title: 'Next Friday (2000)', category:'Comedy'},
{title: 'Hurricane', category:'Drama'},
{title: 'Angela's Ashes (1999)', category:'Drama'},
{title: 'Play it to the Bone (1999)', category:'Comedy|Drama'},
{title: 'Titus (1999)', category:'Drama'},
{title: 'Mr. Death', category:'Documentary'},
{title: 'Third Miracle', category:'Drama'},
{title: 'Montana (1998)', category:'Action|Comedy|Crime|Drama'},
{title: 'Snow Falling on Cedars (1999)', category:'Drama'},
{title: 'Girl', category:'Drama'},
{title: 'Trans (1998)', category:'Drama'},
{title: 'Life and Times of Hank Greenberg', category:'Documentary'},
{title: 'My Dog Skip (1999)', category:'Children|Drama'},
{title: 'Supernova (2000)', category:'Adventure|Sci'},-Fi|Thriller
{title: 'Quarry', category:'Drama'},
{title: 'Terrorist', category:'Drama'},
{title: 'Creature (1999)', category:'Documentary'},
{title: 'Way We Were', category:'Drama|Romance'},
{title: 'Tess of the Storm Country (1922)', category:'Drama'},
{title: 'Stalag 17 (1953)', category:'Drama|War'},
{title: 'Presidio', category:'Action|Crime|Mystery|Thriller'},
{title: 'Papillon (1973)', category:'Drama'},
{title: 'Pal Joey (1957)', category:'Comedy|Musical|Romance'},
{title: 'Last Detail', category:'Comedy|Drama'},
{title: 'Five Easy Pieces (1970)', category:'Drama'},
{title: 'Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)', category:'Drama|Horror'},
{title: 'Dead Calm (1989)', category:'Thriller'},
{title: 'Boys from Brazil', category:'Action|Thriller'},
{title: 'Black Sunday (Maschera del demonio', category:'Horror'},
{title: 'Against All Odds (1984)', category:'Romance'},
{title: 'Snows of Kilimanjaro', category:'Adventure'},
{title: 'Loaded Weapon 1 (1993)', category:'Action|Comedy'},
{title: 'Loves of Carmen', category:'Drama'},
{title: 'Fast Times at Ridgemont High (1982)', category:'Comedy|Drama|Romance'},
{title: 'Cry in the Dark', category:'Drama'},
{title: 'Born to Win (1971)', category:'Drama'},
{title: 'Batman', category:'Animation|Children'},
{title: 'American Flyers (1985)', category:'Drama'},
{title: 'Voyage of the Damned (1976)', category:'Drama'},
{title: 'Vampyros Lesbos (Las Vampiras) (1971)', category:'Fantasy|Horror|Thriller'},
{title: 'Star Is Born', category:'Drama'},
{title: 'Poison (1991)', category:'Drama'},
{title: 'Pacific Heights (1990)', category:'Thriller'},
{title: 'Night Tide (1961)', category:'Drama'},
{title: 'Draughtsman's Contract', category:'Drama'},
{title: 'Carmen (1984)', category:'Drama'},
{title: 'Zed & Two Noughts', category:'Drama'},
{title: 'Woman in the Dunes (Suna no onna) (1964)', category:'Drama'},
{title: 'Down to You (2000)', category:'Comedy|Romance'},
{title: 'Hellhounds on My Trail (1999)', category:'Documentary'},
{title: 'Not Love', category:'Comedy|Drama|Thriller'},
{title: 'Wirey Spindell (2000)', category:'Comedy'},
{title: 'Another Man's Poison (1952)', category:'Crime|Drama'},
{title: 'Odessa File', category:'Thriller'},
{title: 'Saphead', category:'Comedy'},
{title: 'Seven Chances (1925)', category:'Comedy'},
{title: 'Smashing Time (1967)', category:'Comedy'},
{title: 'Train Ride to Hollywood (1978)', category:'Comedy'},
{title: 'Where the Buffalo Roam (1980)', category:'Comedy'},
{title: 'Zachariah (1971)', category:'Western'},
{title: 'Kestrel's Eye (Falkens ', category:'Documentary'},
{title: 'Eye of the Beholder (1999)', category:'Thriller'},
{title: 'Isn't She Great', category:'Comedy'},
{title: 'Big Tease', category:'Comedy'},
{title: 'Cup', category:'Comedy'},
{title: 'Santitos (1999)', category:'Comedy'},
{title: 'Encino Man (1992)', category:'Comedy'},
{title: 'Goodbye Girl', category:'Comedy|Romance'},
{title: 'I Am Cuba (Soy Cuba/Ya Kuba) (1964)', category:'Drama'},
{title: 'Malcolm X (1992)', category:'Drama'},
{title: 'Sister Act (1992)', category:'Comedy|Crime|Musical'},
{title: 'Sister Act 2', category:'Comedy'},
{title: 'Hand That Rocks the Cradle', category:'Drama|Thriller'},
{title: 'Alive (1993)', category:'Drama'},
{title: 'Agnes of God (1985)', category:'Drama|Mystery'},
{title: 'Scent of a Woman (1992)', category:'Drama'},
{title: 'Wayne's World (1992)', category:'Comedy'},
{title: 'Wayne's World 2 (1993)', category:'Comedy'},
{title: 'League of Their Own', category:'Comedy|Drama'},
{title: 'Patriot Games (1992)', category:'Action|Thriller'},
{title: 'Bodyguard', category:'Drama|Romance|Thriller'},
{title: 'Death Becomes Her (1992)', category:'Comedy|Fantasy'},
{title: 'Far and Away (1992)', category:'Adventure|Drama|Romance'},
{title: 'Howards End (1992)', category:'Drama'},
{title: 'Singles (1992)', category:'Comedy|Drama|Romance'},
{title: 'Twin Peaks', category:'Drama|Mystery'},
{title: 'White Men Can't Jump (1992)', category:'Comedy|Drama'},
{title: 'Buffy the Vampire Slayer (1992)', category:'Action|Comedy|Horror'},
{title: 'Hard', category:'Action|Crime|Drama|Thriller'},
{title: 'Man Bites Dog (C'est arriv', category:'Comedy|Crime|Drama|Thriller'},
{title: 'Mariachi', category:'Action|Crime|Thriller|Western'},
{title: 'Stop! Or My Mom Will Shoot (1992)', category:'Action|Comedy'},
{title: 'Forever Young (1992)', category:'Adventure|Drama|Romance|Sci'},-Fi
{title: 'Cutting Edge', category:'Comedy|Drama|Romance'},
{title: 'Of Mice and Men (1992)', category:'Drama'},
{title: 'Bad Lieutenant (1992)', category:'Crime|Drama'},
{title: 'Scream 3 (2000)', category:'Comedy|Horror|Thriller'},
{title: 'Single White Female (1992)', category:'Drama|Thriller'},
{title: 'Boondock Saints', category:'Action|Comedy|Crime|Drama|Thriller'},
{title: 'Gun Shy (2000)', category:'Comedy'},
{title: 'Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat) (1999)', category:'Drama'},
{title: 'Gendernauts (1999)', category:'Documentary'},
{title: 'Knockout (1999)', category:'Action|Adventure'},
{title: 'Baby', category:'Horror'},
{title: 'Brandon Teena Story', category:'Documentary'},
{title: 'Different for Girls (1996)', category:'Comedy'},
{title: 'Minnie and Moskowitz (1971)', category:'Action'},
{title: 'They Might Be Giants (1971)', category:'Comedy|Romance'},
{title: 'Beach', category:'Adventure|Drama'},
{title: 'Snow Day (2000)', category:'Comedy'},
{title: 'Tigger Movie', category:'Animation|Children'},
{title: 'Cotton Mary (1999)', category:'Drama'},
{title: 'Not One Less (Yi ge dou bu neng shao) (1999)', category:'Drama'},
{title: 'Soft Toilet Seats (1999)', category:'Comedy'},
{title: 'Trois (2000)', category:'Thriller'},
{title: 'Big Combo', category:'Film'},-Noir
{title: 'Conceiving Ada (1997)', category:'Drama|Sci'},-Fi
{title: 'Eaten Alive (1976)', category:'Horror'},
{title: 'Raining Stones (1993)', category:'Drama'},
{title: 'To Sir with Love (1967)', category:'Drama'},
{title: 'With Byrd at the South Pole (1930)', category:'Documentary'},
{title: 'Boiler Room (2000)', category:'Crime|Drama|Thriller'},
{title: 'Hanging Up (2000)', category:'Comedy|Drama'},
{title: 'Pitch Black (2000)', category:'Horror|Sci'},-Fi|Thriller
{title: 'Whole Nine Yards', category:'Comedy|Crime'},
{title: 'Beautiful People (1999)', category:'Comedy'},
{title: 'Black Tar Heroin', category:'Documentary'},
{title: 'Blue Collar (1978)', category:'Crime|Drama'},
{title: 'Bluebeard (1944)', category:'Film'},-Noir|Horror
{title: 'Circus', category:'Comedy'},
{title: 'City Lights (1931)', category:'Comedy|Drama|Romance'},
{title: 'Flamingo Kid', category:'Comedy|Drama'},
{title: 'Dog's Life', category:'Comedy'},
{title: 'Kid', category:'Comedy|Drama'},
{title: 'Man from Laramie', category:'Western'},
{title: 'McCullochs', category:'Drama'},
{title: 'Class Reunion (1982)', category:'Comedy'},
{title: 'Big Trees', category:'Action|Drama'},
{title: 'Happy Go Lovely (1951)', category:'Musical'},
{title: 'Reindeer Games (2000)', category:'Action|Thriller'},
{title: 'Wonder Boys (2000)', category:'Comedy|Drama'},
{title: 'Deterrence (1999)', category:'Drama|Thriller'},
{title: 'Judy Berlin (1999)', category:'Drama'},
{title: 'Mifune's Last Song (Mifunes sidste sang) (1999)', category:'Comedy|Drama|Romance'},
{title: 'Waiting Game', category:'Comedy'},
{title: '3 Strikes (2000)', category:'Comedy'},
{title: 'Chain of Fools (2000)', category:'Comedy|Crime'},
{title: 'Drowning Mona (2000)', category:'Comedy'},
{title: 'Next Best Thing', category:'Comedy|Drama'},
{title: 'What Planet Are You From', category:'Comedy|Sci'},-Fi
{title: 'Beyond the Mat (1999)', category:'Documentary'},
{title: 'Ghost Dog', category:'Crime|Drama'},
{title: 'Year My Voice Broke', category:'Drama'},
{title: 'Splendor in the Grass (1961)', category:'Drama|Romance'},
{title: 'My Tutor (1983)', category:'Drama'},
{title: 'Legend of Lobo', category:'Adventure|Children'},
{title: 'Killing of Sister George', category:'Drama'},
{title: 'Key Largo (1948)', category:'Crime|Drama|Film'},-Noir|Thriller
{title: 'Jail Bait (1954)', category:'Crime|Drama'},
{title: 'It Happened Here (1966)', category:'Drama|Fantasy|War'},
{title: 'I'll Never Forget What's'isname (1967)', category:'Comedy|Drama'},
{title: 'For All Mankind (1989)', category:'Documentary'},
{title: 'Cross of Iron (1977)', category:'War'},
{title: 'Bride of the Monster (1955)', category:'Horror|Sci'},-Fi
{title: 'Born Yesterday (1950)', category:'Comedy'},
{title: 'Birdy (1984)', category:'Drama|War'},
{title: 'And God Created Woman (1988)', category:'Comedy|Drama|Romance'},
{title: 'Blood Feast (1963)', category:'Horror'},
{title: 'Charlie', category:'Adventure|Children'},
{title: 'Color Me Blood Red (1965)', category:'Horror'},
{title: 'Never Cry Wolf (1983)', category:'Adventure|Drama'},
{title: 'Night Visitor', category:'Crime|Thriller'},
{title: 'Perils of Pauline', category:'Comedy'},
{title: 'Raisin in the Sun', category:'Drama'},
{title: 'Two Thousand Maniacs! (1964)', category:'Horror'},
{title: 'Brown's Requiem (1998)', category:'Drama'},
{title: 'Closer You Get', category:'Comedy|Romance'},
{title: 'Mission to Mars (2000)', category:'Sci'},-Fi
{title: 'Ninth Gate', category:'Fantasy|Horror|Mystery|Thriller'},
{title: 'Condo Painting (2000)', category:'Documentary'},
{title: 'East', category:'Drama|Romance'},
{title: 'Defending Your Life (1991)', category:'Comedy|Romance'},
{title: 'Breaking Away (1979)', category:'Comedy|Drama'},
{title: 'Hoosiers (1986)', category:'Drama'},
{title: 'Bull Durham (1988)', category:'Comedy|Drama|Romance'},
{title: 'Dog Day Afternoon (1975)', category:'Comedy|Crime|Drama'},
{title: 'American Graffiti (1973)', category:'Comedy|Drama'},
{title: 'Asphalt Jungle', category:'Crime|Film'},-Noir
{title: 'Searchers', category:'Drama|Western'},
{title: 'Devil's Brigade', category:'War'},
{title: 'Big Country', category:'Romance|Western'},
{title: 'Any Number Can Win (M', category:'Crime'},
{title: 'Betrayed (1988)', category:'Drama|Thriller'},
{title: 'Bound for Glory (1976)', category:'Drama'},
{title: 'Bridge at Remagen', category:'Action|War'},
{title: 'Buck and the Preacher (1972)', category:'Western'},
{title: 'Daughters of the Dust (1991)', category:'Drama'},
{title: 'Destination Moon (1950)', category:'Sci'},-Fi
{title: 'Fantastic Night', category:'Romance'},
{title: 'Hangmen Also Die (1943)', category:'Drama|War'},
{title: 'Ogre', category:'Drama'},
{title: 'On the Beach (1959)', category:'Drama'},
{title: 'Railroaded! (1947)', category:'Film'},-Noir
{title: 'Slaves to the Underground (1997)', category:'Comedy|Drama'},
{title: 'Song of Freedom (1936)', category:'Drama'},
{title: 'Big Fella (1937)', category:'Drama|Musical'},
{title: 'Taking of Pelham One Two Three', category:'Action|Crime'},
{title: 'Volunteers (1985)', category:'Comedy'},
{title: 'JFK (1991)', category:'Drama|Mystery|Thriller'},
{title: 'Who's Harry Crumb', category:'Comedy'},
{title: 'Harry and the Hendersons (1987)', category:'Children|Comedy'},
{title: 'Let's Get Harry (1986)', category:'Action|Adventure'},
{title: 'Shanghai Surprise (1986)', category:'Adventure'},
{title: 'Who's That Girl', category:'Comedy'},
{title: 'She', category:'Comedy'},
{title: 'Date with an Angel (1987)', category:'Comedy|Fantasy|Romance'},
{title: 'Blind Date (1987)', category:'Comedy|Romance'},
{title: 'Nadine (1987)', category:'Comedy'},
{title: 'Muppet Movie', category:'Children|Comedy|Musical'},
{title: 'Great Muppet Caper', category:'Children|Comedy'},
{title: 'Muppets Take Manhattan', category:'Children|Comedy|Musical'},
{title: 'Sesame Street Presents Follow That Bird (1985)', category:'Children|Comedy'},
{title: 'We're Back! A Dinosaur's Story (1993)', category:'Adventure|Animation|Children|Fantasy'},
{title: 'Baby... Secret of the Lost Legend (1985)', category:'Adventure|Sci'},-Fi
{title: 'Turtle Diary (1985)', category:'Drama'},
{title: 'Raise the Titanic (1980)', category:'Drama|Thriller'},
{title: 'Titanic (1953)', category:'Action|Drama'},
{title: 'Night to Remember', category:'Action|Drama'},
{title: 'Captain Horatio Hornblower (1951)', category:'Action|Adventure|Drama|War'},
{title: 'Carriers Are Waiting', category:'Comedy|Drama'},
{title: 'Erin Brockovich (2000)', category:'Drama'},
{title: 'Final Destination (2000)', category:'Drama|Thriller'},
{title: 'Soft Fruit (1999)', category:'Comedy|Drama'},
{title: 'Babymother (1998)', category:'Drama'},
{title: 'Bear', category:'Adventure|Children|Drama'},
{title: 'Impact (1949)', category:'Crime|Drama'},
{title: 'Love Is a Many', category:'Romance'},
{title: 'Mirror', category:'Drama'},
{title: 'Crimson Pirate', category:'Adventure|Comedy|Sci'},-Fi
{title: 'Thelma & Louise (1991)', category:'Action|Adventure|Comedy|Crime|Drama|Romance'},
{title: 'Something for Everyone (1970)', category:'Comedy|Crime'},
{title: '...And Justice for All (1979)', category:'Drama|Thriller'},
{title: 'Animal House (1978)', category:'Comedy'},
{title: 'She's Gotta Have It (1986)', category:'Comedy|Romance'},
{title: 'School Daze (1988)', category:'Drama'},
{title: 'Do the Right Thing (1989)', category:'Comedy|Drama'},
{title: 'Mo' Better Blues (1990)', category:'Drama|Musical'},
{title: 'Jungle Fever (1991)', category:'Drama|Romance'},
{title: 'Coogan's Bluff (1968)', category:'Crime'},
{title: 'Champ', category:'Drama'},
{title: 'Creature Comforts (1989)', category:'Animation|Comedy'},
{title: 'Death Wish (1974)', category:'Action|Crime|Drama'},
{title: 'Death Wish 2 (1982)', category:'Action|Drama'},
{title: 'Death Wish 3 (1985)', category:'Action|Drama'},
{title: 'Death Wish 4', category:'Action|Drama'},
{title: 'Death Wish V', category:'Action|Drama'},
{title: 'Double Indemnity (1944)', category:'Crime|Drama|Film'},-Noir
{title: 'Dying Young (1991)', category:'Drama|Romance'},
{title: 'Cool as Ice (1991)', category:'Drama'},
{title: 'Teenage Mutant Ninja Turtles (1990)', category:'Action|Children|Comedy|Fantasy|Sci'},-Fi
